date,revenue,group_type,group_value
2023-06-21,528.16,channel,email
2023-06-22,0.0,channel,email
2023-06-23,41.58,channel,email
2023-06-24,477.08,channel,email
2023-06-25,578.14,channel,email
2023-06-26,0.0,channel,email
2023-06-27,436.36,channel,email
2023-06-28,46.37,channel,email
2023-06-29,0.0,channel,email
2023-06-30,397.73,channel,email
2023-07-01,0.0,channel,email
2023-07-02,379.07,channel,email
2023-07-03,358.78,channel,email
2023-07-04,0.0,channel,email
2023-07-05,487.76,channel,email
2023-07-06,464.57,channel,email
2023-07-07,480.09,channel,email
2023-07-08,333.7,channel,email
2023-07-09,557.71,channel,email
2023-07-10,443.71,channel,email
2023-07-11,73.1,channel,email
2023-07-12,369.38,channel,email
2023-07-13,269.82,channel,email
2023-07-14,204.65,channel,email
2023-07-15,166.14,channel,email
2023-07-16,304.22,channel,email
2023-07-17,0.0,channel,email
2023-07-18,48.72,channel,email
2023-07-19,119.84,channel,email
2023-07-20,0.0,channel,email
2023-07-21,467.1,channel,email
2023-07-22,433.07,channel,email
2023-07-23,757.98,channel,email
2023-07-24,0.0,channel,email
2023-07-25,0.0,channel,email
2023-07-26,157.57,channel,email
2023-07-27,132.58,channel,email
2023-07-28,622.55,channel,email
2023-07-29,112.65,channel,email
2023-07-30,688.87,channel,email
2023-07-31,459.69,channel,email
2023-08-01,0.0,channel,email
2023-08-02,421.25,channel,email
2023-08-03,0.0,channel,email
2023-08-04,0.0,channel,email
2023-08-05,668.36,channel,email
2023-08-06,0.0,channel,email
2023-08-07,0.0,channel,email
2023-08-08,0.0,channel,email
2023-08-09,400.09,channel,email
2023-08-10,0.0,channel,email
2023-08-11,0.0,channel,email
2023-08-12,421.38,channel,email
2023-08-13,0.0,channel,email
2023-08-14,376.61,channel,email
2023-08-15,335.77,channel,email
2023-08-16,526.63,channel,email
2023-08-17,0.0,channel,email
2023-08-18,0.0,channel,email
2023-08-19,255.82,channel,email
2023-08-20,0.0,channel,email
2023-08-21,236.19,channel,email
2023-08-22,76.64,channel,email
2023-08-23,235.82,channel,email
2023-08-24,466.61999999999995,channel,email
2023-08-25,0.0,channel,email
2023-08-26,0.0,channel,email
2023-08-27,343.61,channel,email
2023-08-28,176.56,channel,email
2023-08-29,436.31,channel,email
2023-08-30,80.89,channel,email
2023-08-31,302.07000000000005,channel,email
2023-09-01,0.0,channel,email
2023-09-02,417.08,channel,email
2023-09-03,0.0,channel,email
2023-09-04,0.0,channel,email
2023-09-05,233.57,channel,email
2023-09-06,0.0,channel,email
2023-09-07,0.0,channel,email
2023-09-08,0.0,channel,email
2023-09-09,299.97,channel,email
2023-09-10,0.0,channel,email
2023-09-11,496.82,channel,email
2023-09-12,0.0,channel,email
2023-09-13,334.4,channel,email
2023-09-14,654.29,channel,email
2023-09-15,391.96,channel,email
2023-09-16,113.42,channel,email
2023-09-17,424.16,channel,email
2023-09-18,797.48,channel,email
2023-09-19,0.0,channel,email
2023-09-20,491.01,channel,email
2023-09-21,0.0,channel,email
2023-09-22,0.0,channel,email
2023-09-23,459.62,channel,email
2023-09-24,0.0,channel,email
2023-09-25,0.0,channel,email
2023-09-26,0.0,channel,email
2023-09-27,267.53,channel,email
2023-09-28,904.5,channel,email
2023-09-29,0.0,channel,email
2023-09-30,0.0,channel,email
2023-10-01,363.16,channel,email
2023-10-02,277.31,channel,email
2023-10-03,0.0,channel,email
2023-10-04,222.94,channel,email
2023-10-05,0.0,channel,email
2023-10-06,0.0,channel,email
2023-10-07,109.12,channel,email
2023-10-08,158.34,channel,email
2023-10-09,471.21,channel,email
2023-10-10,636.54,channel,email
2023-10-11,416.62,channel,email
2023-10-12,0.0,channel,email
2023-10-13,0.0,channel,email
2023-10-14,0.0,channel,email
2023-10-15,0.0,channel,email
2023-10-16,0.0,channel,email
2023-10-17,0.0,channel,email
2023-10-18,0.0,channel,email
2023-10-19,378.99,channel,email
2023-10-20,626.53,channel,email
2023-10-21,0.0,channel,email
2023-10-22,0.0,channel,email
2023-10-23,340.8,channel,email
2023-10-24,145.95,channel,email
2023-10-25,0.0,channel,email
2023-10-26,0.0,channel,email
2023-10-27,128.14,channel,email
2023-10-28,0.0,channel,email
2023-10-29,386.25,channel,email
2023-10-30,0.0,channel,email
2023-10-31,155.06,channel,email
2023-11-01,369.67,channel,email
2023-11-02,0.0,channel,email
2023-11-03,0.0,channel,email
2023-11-04,0.0,channel,email
2023-11-05,0.0,channel,email
2023-11-06,188.93,channel,email
2023-11-07,0.0,channel,email
2023-11-08,177.89,channel,email
2023-11-09,352.14,channel,email
2023-11-10,211.31,channel,email
2023-11-11,548.7,channel,email
2023-11-12,354.14,channel,email
2023-11-13,0.0,channel,email
2023-11-14,0.0,channel,email
2023-11-15,360.25,channel,email
2023-11-16,199.33,channel,email
2023-11-17,0.0,channel,email
2023-11-18,0.0,channel,email
2023-11-19,0.0,channel,email
2023-11-20,0.0,channel,email
2023-11-21,0.0,channel,email
2023-11-22,708.3199999999999,channel,email
2023-11-23,40.62,channel,email
2023-11-24,0.0,channel,email
2023-11-25,314.9,channel,email
2023-11-26,393.12,channel,email
2023-11-27,346.6,channel,email
2023-11-28,748.44,channel,email
2023-11-29,379.86,channel,email
2023-11-30,154.69,channel,email
2023-12-01,0.0,channel,email
2023-12-02,0.0,channel,email
2023-12-03,0.0,channel,email
2023-12-04,0.0,channel,email
2023-12-05,0.0,channel,email
2023-12-06,0.0,channel,email
2023-12-07,0.0,channel,email
2023-12-08,249.06,channel,email
2023-12-09,0.0,channel,email
2023-12-10,0.0,channel,email
2023-12-11,314.82,channel,email
2023-12-12,249.0,channel,email
2023-12-13,0.0,channel,email
2023-12-14,0.0,channel,email
2023-12-15,0.0,channel,email
2023-12-16,741.73,channel,email
2023-12-17,405.68,channel,email
2023-12-18,0.0,channel,email
2023-12-19,315.76,channel,email
2023-12-20,0.0,channel,email
2023-12-21,0.0,channel,email
2023-12-22,0.0,channel,email
2023-12-23,0.0,channel,email
2023-12-24,152.44,channel,email
2023-12-25,0.0,channel,email
2023-12-26,0.0,channel,email
2023-12-27,323.5,channel,email
2023-12-28,0.0,channel,email
2023-12-29,208.08,channel,email
2023-12-30,0.0,channel,email
2023-12-31,0.0,channel,email
2024-01-01,228.85,channel,email
2024-01-02,348.59,channel,email
2024-01-03,0.0,channel,email
2024-01-04,0.0,channel,email
2024-01-05,0.0,channel,email
2024-01-06,137.49,channel,email
2024-01-07,0.0,channel,email
2024-01-08,213.57,channel,email
2024-01-09,0.0,channel,email
2024-01-10,294.16,channel,email
2024-01-11,490.03,channel,email
2024-01-12,388.4,channel,email
2024-01-13,47.02,channel,email
2024-01-14,0.0,channel,email
2024-01-15,0.0,channel,email
2024-01-16,204.56,channel,email
2024-01-17,541.39,channel,email
2024-01-18,94.07,channel,email
2024-01-19,49.71,channel,email
2024-01-20,0.0,channel,email
2024-01-21,0.0,channel,email
2024-01-22,0.0,channel,email
2024-01-23,0.0,channel,email
2024-01-24,0.0,channel,email
2024-01-25,0.0,channel,email
2024-01-26,0.0,channel,email
2024-01-27,230.81,channel,email
2024-01-28,0.0,channel,email
2024-01-29,0.0,channel,email
2024-01-30,0.0,channel,email
2024-01-31,0.0,channel,email
2024-02-01,0.0,channel,email
2024-02-02,0.0,channel,email
2024-02-03,0.0,channel,email
2024-02-04,0.0,channel,email
2024-02-05,0.0,channel,email
2024-02-06,0.0,channel,email
2024-02-07,0.0,channel,email
2024-02-08,0.0,channel,email
2024-02-09,0.0,channel,email
2024-02-10,0.0,channel,email
2024-02-11,391.72,channel,email
2024-02-12,0.0,channel,email
2024-02-13,0.0,channel,email
2024-02-14,0.0,channel,email
2024-02-15,0.0,channel,email
2024-02-16,0.0,channel,email
2024-02-17,0.0,channel,email
2024-02-18,368.09,channel,email
2024-02-19,0.0,channel,email
2024-02-20,0.0,channel,email
2024-02-21,0.0,channel,email
2024-02-22,0.0,channel,email
2024-02-23,0.0,channel,email
2024-02-24,0.0,channel,email
2024-02-25,0.0,channel,email
2024-02-26,0.0,channel,email
2024-02-27,0.0,channel,email
2024-02-28,0.0,channel,email
2024-02-29,0.0,channel,email
2024-03-01,0.0,channel,email
2024-03-02,0.0,channel,email
2024-03-03,0.0,channel,email
2024-03-04,522.84,channel,email
2024-03-05,0.0,channel,email
2024-03-06,0.0,channel,email
2024-03-07,0.0,channel,email
2024-03-08,0.0,channel,email
2024-03-09,0.0,channel,email
2024-03-10,0.0,channel,email
2024-03-11,0.0,channel,email
2024-03-12,0.0,channel,email
2024-03-13,0.0,channel,email
2024-03-14,66.44,channel,email
2024-03-15,0.0,channel,email
2024-03-16,0.0,channel,email
2024-03-17,0.0,channel,email
2024-03-18,339.03,channel,email
2024-03-19,0.0,channel,email
2024-03-20,0.0,channel,email
2024-03-21,0.0,channel,email
2024-03-22,0.0,channel,email
2024-03-23,0.0,channel,email
2024-03-24,0.0,channel,email
2024-03-25,0.0,channel,email
2024-03-26,0.0,channel,email
2024-03-27,355.13,channel,email
2024-03-28,0.0,channel,email
2024-03-29,0.0,channel,email
2024-03-30,110.47,channel,email
2024-03-31,0.0,channel,email
2024-04-01,0.0,channel,email
2024-04-02,0.0,channel,email
2024-04-03,0.0,channel,email
2024-04-04,0.0,channel,email
2024-04-05,0.0,channel,email
2024-04-06,0.0,channel,email
2024-04-07,0.0,channel,email
2024-04-08,0.0,channel,email
2024-04-09,0.0,channel,email
2024-04-10,0.0,channel,email
2024-04-11,0.0,channel,email
2024-04-12,0.0,channel,email
2024-04-13,0.0,channel,email
2024-04-14,0.0,channel,email
2024-04-15,0.0,channel,email
2024-04-16,0.0,channel,email
2024-04-17,0.0,channel,email
2024-04-18,0.0,channel,email
2024-04-19,0.0,channel,email
2024-04-20,0.0,channel,email
2024-04-21,0.0,channel,email
2024-04-22,0.0,channel,email
2024-04-23,0.0,channel,email
2024-04-24,0.0,channel,email
2024-04-25,0.0,channel,email
2024-04-26,0.0,channel,email
2024-04-27,0.0,channel,email
2024-04-28,0.0,channel,email
2024-04-29,0.0,channel,email
2024-04-30,0.0,channel,email
2024-05-01,0.0,channel,email
2024-05-02,0.0,channel,email
2024-05-03,0.0,channel,email
2024-05-04,0.0,channel,email
2024-05-05,0.0,channel,email
2024-05-06,0.0,channel,email
2024-05-07,0.0,channel,email
2024-05-08,0.0,channel,email
2024-05-09,0.0,channel,email
2024-05-10,0.0,channel,email
2024-05-11,0.0,channel,email
2024-05-12,0.0,channel,email
2024-05-13,0.0,channel,email
2024-05-14,380.4,channel,email
2024-05-15,0.0,channel,email
2024-05-16,0.0,channel,email
2024-05-17,0.0,channel,email
2024-05-18,0.0,channel,email
2024-05-19,0.0,channel,email
2024-05-20,0.0,channel,email
2024-05-21,0.0,channel,email
2024-05-22,0.0,channel,email
2024-05-23,0.0,channel,email
2024-05-24,0.0,channel,email
2024-05-25,0.0,channel,email
2024-05-26,0.0,channel,email
2024-05-27,0.0,channel,email
2024-05-28,780.15,channel,email
2023-01-26,472.35,channel,organic
2023-01-27,0.0,channel,organic
2023-01-28,0.0,channel,organic
2023-01-29,0.0,channel,organic
2023-01-30,0.0,channel,organic
2023-01-31,0.0,channel,organic
2023-02-01,0.0,channel,organic
2023-02-02,0.0,channel,organic
2023-02-03,0.0,channel,organic
2023-02-04,0.0,channel,organic
2023-02-05,326.96,channel,organic
2023-02-06,0.0,channel,organic
2023-02-07,0.0,channel,organic
2023-02-08,0.0,channel,organic
2023-02-09,0.0,channel,organic
2023-02-10,0.0,channel,organic
2023-02-11,0.0,channel,organic
2023-02-12,361.62,channel,organic
2023-02-13,0.0,channel,organic
2023-02-14,0.0,channel,organic
2023-02-15,0.0,channel,organic
2023-02-16,410.95,channel,organic
2023-02-17,0.0,channel,organic
2023-02-18,0.0,channel,organic
2023-02-19,0.0,channel,organic
2023-02-20,318.9,channel,organic
2023-02-21,0.0,channel,organic
2023-02-22,0.0,channel,organic
2023-02-23,494.45,channel,organic
2023-02-24,417.17,channel,organic
2023-02-25,481.1,channel,organic
2023-02-26,0.0,channel,organic
2023-02-27,0.0,channel,organic
2023-02-28,0.0,channel,organic
2023-03-01,827.8199999999999,channel,organic
2023-03-02,521.28,channel,organic
2023-03-03,0.0,channel,organic
2023-03-04,404.67,channel,organic
2023-03-05,0.0,channel,organic
2023-03-06,0.0,channel,organic
2023-03-07,234.16,channel,organic
2023-03-08,449.45,channel,organic
2023-03-09,0.0,channel,organic
2023-03-10,60.56,channel,organic
2023-03-11,0.0,channel,organic
2023-03-12,0.0,channel,organic
2023-03-13,0.0,channel,organic
2023-03-14,0.0,channel,organic
2023-03-15,0.0,channel,organic
2023-03-16,0.0,channel,organic
2023-03-17,0.0,channel,organic
2023-03-18,0.0,channel,organic
2023-03-19,0.0,channel,organic
2023-03-20,707.73,channel,organic
2023-03-21,0.0,channel,organic
2023-03-22,241.7,channel,organic
2023-03-23,0.0,channel,organic
2023-03-24,0.0,channel,organic
2023-03-25,156.71,channel,organic
2023-03-26,0.0,channel,organic
2023-03-27,0.0,channel,organic
2023-03-28,433.07,channel,organic
2023-03-29,0.0,channel,organic
2023-03-30,322.41,channel,organic
2023-03-31,138.18,channel,organic
2023-04-01,82.76,channel,organic
2023-04-02,0.0,channel,organic
2023-04-03,108.23,channel,organic
2023-04-04,0.0,channel,organic
2023-04-05,381.48,channel,organic
2023-04-06,576.5,channel,organic
2023-04-07,27.05,channel,organic
2023-04-08,82.91,channel,organic
2023-04-09,0.0,channel,organic
2023-04-10,333.87,channel,organic
2023-04-11,275.71,channel,organic
2023-04-12,476.15,channel,organic
2023-04-13,988.15,channel,organic
2023-04-14,0.0,channel,organic
2023-04-15,0.0,channel,organic
2023-04-16,0.0,channel,organic
2023-04-17,288.44,channel,organic
2023-04-18,524.29,channel,organic
2023-04-19,0.0,channel,organic
2023-04-20,385.26,channel,organic
2023-04-21,577.7,channel,organic
2023-04-22,809.6500000000001,channel,organic
2023-04-23,0.0,channel,organic
2023-04-24,338.87,channel,organic
2023-04-25,0.0,channel,organic
2023-04-26,0.0,channel,organic
2023-04-27,0.0,channel,organic
2023-04-28,263.68,channel,organic
2023-04-29,391.39,channel,organic
2023-04-30,0.0,channel,organic
2023-05-01,556.44,channel,organic
2023-05-02,0.0,channel,organic
2023-05-03,0.0,channel,organic
2023-05-04,0.0,channel,organic
2023-05-05,300.4,channel,organic
2023-05-06,0.0,channel,organic
2023-05-07,586.45,channel,organic
2023-05-08,1123.08,channel,organic
2023-05-09,134.08,channel,organic
2023-05-10,0.0,channel,organic
2023-05-11,0.0,channel,organic
2023-05-12,378.43,channel,organic
2023-05-13,201.36,channel,organic
2023-05-14,379.69,channel,organic
2023-05-15,153.73,channel,organic
2023-05-16,773.64,channel,organic
2023-05-17,0.0,channel,organic
2023-05-18,277.2,channel,organic
2023-05-19,1238.6399999999999,channel,organic
2023-05-20,0.0,channel,organic
2023-05-21,388.71999999999997,channel,organic
2023-05-22,190.27,channel,organic
2023-05-23,0.0,channel,organic
2023-05-24,419.42,channel,organic
2023-05-25,0.0,channel,organic
2023-05-26,0.0,channel,organic
2023-05-27,817.15,channel,organic
2023-05-28,771.89,channel,organic
2023-05-29,0.0,channel,organic
2023-05-30,394.15,channel,organic
2023-05-31,689.5799999999999,channel,organic
2023-06-01,0.0,channel,organic
2023-06-02,0.0,channel,organic
2023-06-03,323.53,channel,organic
2023-06-04,361.17,channel,organic
2023-06-05,493.85,channel,organic
2023-06-06,0.0,channel,organic
2023-06-07,271.07,channel,organic
2023-06-08,379.87,channel,organic
2023-06-09,0.0,channel,organic
2023-06-10,0.0,channel,organic
2023-06-11,428.51,channel,organic
2023-06-12,315.65,channel,organic
2023-06-13,39.29,channel,organic
2023-06-14,65.21,channel,organic
2023-06-15,292.13,channel,organic
2023-06-16,0.0,channel,organic
2023-06-17,53.57,channel,organic
2023-06-18,0.0,channel,organic
2023-06-19,0.0,channel,organic
2023-06-20,404.42,channel,organic
2023-06-21,148.66,channel,organic
2023-06-22,416.77,channel,organic
2023-06-23,0.0,channel,organic
2023-06-24,246.45,channel,organic
2023-06-25,0.0,channel,organic
2023-06-26,0.0,channel,organic
2023-06-27,589.48,channel,organic
2023-06-28,0.0,channel,organic
2023-06-29,388.95,channel,organic
2023-06-30,426.08,channel,organic
2023-07-01,806.01,channel,organic
2023-07-02,0.0,channel,organic
2023-07-03,0.0,channel,organic
2023-07-04,893.86,channel,organic
2023-07-05,0.0,channel,organic
2023-07-06,101.74,channel,organic
2023-07-07,0.0,channel,organic
2023-07-08,0.0,channel,organic
2023-07-09,323.02,channel,organic
2023-07-10,117.15,channel,organic
2023-07-11,180.1,channel,organic
2023-07-12,1163.23,channel,organic
2023-07-13,738.75,channel,organic
2023-07-14,251.81,channel,organic
2023-07-15,764.0,channel,organic
2023-07-16,0.0,channel,organic
2023-07-17,0.0,channel,organic
2023-07-18,0.0,channel,organic
2023-07-19,402.47,channel,organic
2023-07-20,0.0,channel,organic
2023-07-21,428.66,channel,organic
2023-07-22,0.0,channel,organic
2023-07-23,0.0,channel,organic
2023-07-24,0.0,channel,organic
2023-07-25,0.0,channel,organic
2023-07-26,0.0,channel,organic
2023-07-27,0.0,channel,organic
2023-07-28,0.0,channel,organic
2023-07-29,0.0,channel,organic
2023-07-30,426.96,channel,organic
2023-07-31,0.0,channel,organic
2023-08-01,0.0,channel,organic
2023-08-02,475.11,channel,organic
2023-08-03,0.0,channel,organic
2023-08-04,243.92,channel,organic
2023-08-05,0.0,channel,organic
2023-08-06,279.65,channel,organic
2023-08-07,313.05,channel,organic
2023-08-08,0.0,channel,organic
2023-08-09,0.0,channel,organic
2023-08-10,93.58,channel,organic
2023-08-11,417.53,channel,organic
2023-08-12,0.0,channel,organic
2023-08-13,0.0,channel,organic
2023-08-14,940.9200000000001,channel,organic
2023-08-15,0.0,channel,organic
2023-08-16,48.18,channel,organic
2023-08-17,802.19,channel,organic
2023-08-18,886.59,channel,organic
2023-08-19,0.0,channel,organic
2023-08-20,0.0,channel,organic
2023-08-21,358.6,channel,organic
2023-08-22,0.0,channel,organic
2023-08-23,0.0,channel,organic
2023-08-24,95.65,channel,organic
2023-08-25,0.0,channel,organic
2023-08-26,119.27,channel,organic
2023-08-27,0.0,channel,organic
2023-08-28,0.0,channel,organic
2023-08-29,379.99,channel,organic
2023-08-30,622.97,channel,organic
2023-08-31,0.0,channel,organic
2023-09-01,0.0,channel,organic
2023-09-02,0.0,channel,organic
2023-09-03,634.74,channel,organic
2023-09-04,365.34,channel,organic
2023-09-05,0.0,channel,organic
2023-09-06,0.0,channel,organic
2023-09-07,0.0,channel,organic
2023-09-08,1067.81,channel,organic
2023-09-09,0.0,channel,organic
2023-09-10,0.0,channel,organic
2023-09-11,0.0,channel,organic
2023-09-12,0.0,channel,organic
2023-09-13,663.4100000000001,channel,organic
2023-09-14,0.0,channel,organic
2023-09-15,0.0,channel,organic
2023-09-16,246.83,channel,organic
2023-09-17,330.98,channel,organic
2023-09-18,0.0,channel,organic
2023-09-19,884.3299999999999,channel,organic
2023-09-20,0.0,channel,organic
2023-09-21,0.0,channel,organic
2023-09-22,357.98,channel,organic
2023-09-23,0.0,channel,organic
2023-09-24,0.0,channel,organic
2023-09-25,554.25,channel,organic
2023-09-26,250.1,channel,organic
2023-09-27,0.0,channel,organic
2023-09-28,0.0,channel,organic
2023-09-29,0.0,channel,organic
2023-09-30,262.77,channel,organic
2023-10-01,364.19,channel,organic
2023-10-02,0.0,channel,organic
2023-10-03,433.1,channel,organic
2023-10-04,0.0,channel,organic
2023-10-05,0.0,channel,organic
2023-10-06,386.84,channel,organic
2023-10-07,0.0,channel,organic
2023-10-08,296.21,channel,organic
2023-10-09,0.0,channel,organic
2023-10-10,234.74,channel,organic
2023-10-11,0.0,channel,organic
2023-10-12,0.0,channel,organic
2023-10-13,129.56,channel,organic
2023-10-14,0.0,channel,organic
2023-10-15,27.91,channel,organic
2023-10-16,167.68,channel,organic
2023-10-17,0.0,channel,organic
2023-10-18,0.0,channel,organic
2023-10-19,0.0,channel,organic
2023-10-20,0.0,channel,organic
2023-10-21,1082.2,channel,organic
2023-10-22,187.79,channel,organic
2023-10-23,0.0,channel,organic
2023-10-24,0.0,channel,organic
2023-10-25,0.0,channel,organic
2023-10-26,0.0,channel,organic
2023-10-27,700.79,channel,organic
2023-10-28,0.0,channel,organic
2023-10-29,0.0,channel,organic
2023-10-30,301.36,channel,organic
2023-10-31,0.0,channel,organic
2023-11-01,623.88,channel,organic
2023-11-02,0.0,channel,organic
2023-11-03,421.94,channel,organic
2023-11-04,697.13,channel,organic
2023-11-05,373.45,channel,organic
2023-11-06,0.0,channel,organic
2023-11-07,0.0,channel,organic
2023-11-08,406.29,channel,organic
2023-11-09,0.0,channel,organic
2023-11-10,147.62,channel,organic
2023-11-11,180.15,channel,organic
2023-11-12,247.64,channel,organic
2023-11-13,252.06,channel,organic
2023-11-14,0.0,channel,organic
2023-11-15,0.0,channel,organic
2023-11-16,0.0,channel,organic
2023-11-17,430.64,channel,organic
2023-11-18,0.0,channel,organic
2023-11-19,778.84,channel,organic
2023-11-20,0.0,channel,organic
2023-11-21,0.0,channel,organic
2023-11-22,0.0,channel,organic
2023-11-23,0.0,channel,organic
2023-11-24,67.93,channel,organic
2023-11-25,0.0,channel,organic
2023-11-26,271.08,channel,organic
2023-11-27,0.0,channel,organic
2023-11-28,509.25,channel,organic
2023-11-29,0.0,channel,organic
2023-11-30,0.0,channel,organic
2023-12-01,0.0,channel,organic
2023-12-02,310.07,channel,organic
2023-12-03,324.66,channel,organic
2023-12-04,0.0,channel,organic
2023-12-05,0.0,channel,organic
2023-12-06,305.7,channel,organic
2023-12-07,0.0,channel,organic
2023-12-08,208.18,channel,organic
2023-12-09,149.89,channel,organic
2023-12-10,495.59,channel,organic
2023-12-11,0.0,channel,organic
2023-12-12,0.0,channel,organic
2023-12-13,0.0,channel,organic
2023-12-14,400.65,channel,organic
2023-12-15,0.0,channel,organic
2023-12-16,45.24,channel,organic
2023-12-17,235.26,channel,organic
2023-12-18,0.0,channel,organic
2023-12-19,482.66,channel,organic
2023-12-20,0.0,channel,organic
2023-12-21,385.29,channel,organic
2023-12-22,0.0,channel,organic
2023-12-23,0.0,channel,organic
2023-12-24,204.0,channel,organic
2023-12-25,59.71,channel,organic
2023-12-26,0.0,channel,organic
2023-12-27,0.0,channel,organic
2023-12-28,0.0,channel,organic
2023-12-29,0.0,channel,organic
2023-12-30,0.0,channel,organic
2023-12-31,0.0,channel,organic
2024-01-01,0.0,channel,organic
2024-01-02,0.0,channel,organic
2024-01-03,0.0,channel,organic
2024-01-04,0.0,channel,organic
2024-01-05,0.0,channel,organic
2024-01-06,0.0,channel,organic
2024-01-07,281.7,channel,organic
2024-01-08,442.05,channel,organic
2024-01-09,0.0,channel,organic
2024-01-10,285.91,channel,organic
2024-01-11,0.0,channel,organic
2024-01-12,0.0,channel,organic
2024-01-13,0.0,channel,organic
