channel,date,y_true,y_pred,lower_80,upper_80,lower_95,upper_95,model_name,horizon_weeks
email,2024-10-21,,-1129.6226885277274,0.0,0.0,0.0,0.0,ETS,26
email,2024-10-28,,-1206.0993568251772,0.0,0.0,0.0,0.0,ETS,26
email,2024-11-04,,-1014.6998426473697,0.0,0.0,0.0,0.0,ETS,26
email,2024-11-11,,-211.5304412683604,0.0,275.8337486612227,0.0,533.8142936426749,ETS,26
email,2024-11-18,,-760.6645883603776,0.0,0.0,0.0,0.0,ETS,26
email,2024-11-25,,12.436350548072824,0.0,499.80054047765594,0.0,757.7810854591081,ETS,26
email,2024-12-02,,-886.8263529492496,0.0,0.0,0.0,0.0,ETS,26
organic,2024-09-23,,-828.5166071733777,0.0,0.0,0.0,0.0,ETS,12
organic,2024-09-30,,-527.4346728145005,0.0,0.0,0.0,233.59988906977605,ETS,12
organic,2024-10-07,,-519.9359957253582,0.0,0.0,0.0,241.0985661589183,ETS,12
organic,2024-10-14,,-583.1757622691271,0.0,0.0,0.0,177.85879961514945,ETS,12
organic,2024-10-21,,-32.45327056874302,0.0,465.170144998037,0.0,728.5812913155335,ETS,12
organic,2024-10-28,,-423.93204423830156,0.0,73.69137132847851,0.0,337.10251764597496,ETS,12
organic,2024-11-04,,-586.4664007602494,0.0,0.0,0.0,174.56816112402714,ETS,12
organic,2024-11-11,,-838.3222796184855,0.0,0.0,0.0,0.0,ETS,12
organic,2024-11-18,,-1049.7223718425694,0.0,0.0,0.0,0.0,ETS,12
organic,2024-11-25,,-491.4058479107937,0.0,6.217567655986386,0.0,269.62871397348283,ETS,12
organic,2024-12-02,,-511.5926695939395,0.0,0.0,0.0,249.44189229033702,ETS,12
organic,2024-12-09,,114.1220881186515,0.0,611.7455036854316,0.0,875.156650002928,ETS,12
organic,2024-09-23,,-828.5166071733777,0.0,0.0,0.0,0.0,ETS,26
organic,2024-09-30,,-527.4346728145005,0.0,0.0,0.0,233.59988906977605,ETS,26
organic,2024-10-07,,-519.9359957253582,0.0,0.0,0.0,241.0985661589183,ETS,26
organic,2024-10-14,,-583.1757622691271,0.0,0.0,0.0,177.85879961514945,ETS,26
organic,2024-10-21,,-32.45327056874302,0.0,465.170144998037,0.0,728.5812913155335,ETS,26
organic,2024-10-28,,-423.93204423830156,0.0,73.69137132847851,0.0,337.10251764597496,ETS,26
organic,2024-11-04,,-586.4664007602494,0.0,0.0,0.0,174.56816112402714,ETS,26
organic,2024-11-11,,-838.3222796184855,0.0,0.0,0.0,0.0,ETS,26
organic,2024-11-18,,-1049.7223718425694,0.0,0.0,0.0,0.0,ETS,26
organic,2024-11-25,,-491.4058479107937,0.0,6.217567655986386,0.0,269.62871397348283,ETS,26
organic,2024-12-02,,-511.5926695939395,0.0,0.0,0.0,249.44189229033702,ETS,26
organic,2024-12-09,,114.1220881186515,0.0,611.7455036854316,0.0,875.156650002928,ETS,26
organic,2024-12-16,,189.17200182397687,0.0,686.7954173907569,0.0,950.2065637082534,ETS,26
organic,2024-12-23,,-576.3076980186131,0.0,0.0,0.0,184.7268638656634,ETS,26
organic,2024-12-30,,-147.097537012555,0.0,350.5258785542251,0.0,613.9370248717215,ETS,26
organic,2025-01-06,,-548.0281904266956,0.0,0.0,0.0,213.00637145758094,ETS,26
organic,2025-01-13,,279.45253949097184,0.0,777.0759550577519,0.0,1040.4871013752484,ETS,26
organic,2025-01-20,,11.512016536329895,0.0,509.13543210310996,0.0,772.5465784206065,ETS,26
organic,2025-01-27,,-65.7654812349511,0.0,431.857934331829,0.0,695.2690806493254,ETS,26
organic,2025-02-03,,-588.0744580602968,0.0,0.0,0.0,172.9601038239797,ETS,26
organic,2025-02-10,,-715.8955303642189,0.0,0.0,0.0,45.13903152005764,ETS,26
organic,2025-02-17,,-775.584257628035,0.0,0.0,0.0,0.0,ETS,26
organic,2025-02-24,,-275.50572287687885,0.0,222.11769268990122,0.0,485.52883900739766,ETS,26
organic,2025-03-03,,-293.8083942722046,0.0,203.81502129457544,0.0,467.2261676120719,ETS,26
organic,2025-03-10,,371.28535600647626,0.0,868.9087715732563,0.0,1132.3199178907528,ETS,26
organic,2025-03-17,,-723.8559383269004,0.0,0.0,0.0,37.17862355737611,ETS,26
paid_social,2024-07-15,,-683.52796162057,0.0,0.0,0.0,0.0,ETS,12
paid_social,2024-07-22,,-189.109579224865,0.0,251.4912017281316,0.0,484.7180820328389,ETS,12
paid_social,2024-07-29,,-589.8692669917094,0.0,0.0,0.0,83.95839426599446,ETS,12
paid_social,2024-08-05,,399.3726020752006,0.0,839.9733830281972,0.0,1073.2002633329043,ETS,12
paid_social,2024-08-12,,138.77771120172918,0.0,579.3784921547258,0.0,812.605372459433,ETS,12
paid_social,2024-08-19,,-365.71228168232153,0.0,74.88849927067508,0.0,308.11537957538235,ETS,12
paid_social,2024-08-26,,-96.89346097601566,0.0,343.70731997698095,0.0,576.9342002816882,ETS,12
paid_social,2024-09-02,,-61.21317245434781,0.0,379.3876084986488,0.0,612.614488803356,ETS,12
paid_social,2024-09-09,,194.75714566650183,0.0,635.3579266194985,0.0,868.5848069242057,ETS,12
paid_social,2024-09-16,,164.84144318712296,0.0,605.4422241401196,0.0,838.6691044448269,ETS,12
paid_social,2024-09-23,,-67.75661755553065,0.0,372.844163397466,0.0,606.0710437021733,ETS,12
paid_social,2024-09-30,,-565.5749111338664,0.0,0.0,0.0,108.25275012383747,ETS,12
paid_social,2024-07-15,,-683.52796162057,0.0,0.0,0.0,0.0,ETS,26
paid_social,2024-07-22,,-189.109579224865,0.0,251.4912017281316,0.0,484.7180820328389,ETS,26
paid_social,2024-07-29,,-589.8692669917094,0.0,0.0,0.0,83.95839426599446,ETS,26
paid_social,2024-08-05,,399.3726020752006,0.0,839.9733830281972,0.0,1073.2002633329043,ETS,26
paid_social,2024-08-12,,138.77771120172918,0.0,579.3784921547258,0.0,812.605372459433,ETS,26
paid_social,2024-08-19,,-365.71228168232153,0.0,74.88849927067508,0.0,308.11537957538235,ETS,26
paid_social,2024-08-26,,-96.89346097601566,0.0,343.70731997698095,0.0,576.9342002816882,ETS,26
paid_social,2024-09-02,,-61.21317245434781,0.0,379.3876084986488,0.0,612.614488803356,ETS,26
paid_social,2024-09-09,,194.75714566650183,0.0,635.3579266194985,0.0,868.5848069242057,ETS,26
paid_social,2024-09-16,,164.84144318712296,0.0,605.4422241401196,0.0,838.6691044448269,ETS,26
paid_social,2024-09-23,,-67.75661755553065,0.0,372.844163397466,0.0,606.0710437021733,ETS,26
paid_social,2024-09-30,,-565.5749111338664,0.0,0.0,0.0,108.25275012383747,ETS,26
paid_social,2024-10-07,,137.40441620822358,0.0,578.0051971612202,0.0,811.2320774659274,ETS,26
paid_social,2024-10-14,,183.16886747311924,0.0,623.7696484261159,0.0,856.9965287308231,ETS,26
paid_social,2024-10-21,,926.0855065434073,485.4847255904107,1366.686287496404,252.2578452857034,1599.9131678011113,ETS,26
paid_social,2024-10-28,,143.29159600120147,0.0,583.8923769541981,0.0,817.1192572589053,ETS,26
paid_social,2024-11-04,,0.052308194807892505,0.0,440.6530891478045,0.0,673.8799694525118,ETS,26
paid_social,2024-11-11,,798.7324008214352,358.13161986843863,1239.333181774432,124.90473956373137,1472.5600620791392,ETS,26
paid_social,2024-11-18,,959.6601282444041,519.0593472914074,1400.2609091974007,285.8324669867002,1633.487789502108,ETS,26
paid_social,2024-11-25,,410.53181167101377,0.0,851.1325926240104,0.0,1084.3594729287177,ETS,26
paid_social,2024-12-02,,56.31824263499736,0.0,496.919023587994,0.0,730.1459038927012,ETS,26
paid_social,2024-12-09,,207.88362845425146,0.0,648.4844094072481,0.0,881.7112897119554,ETS,26
paid_social,2024-12-16,,24.163819673405037,0.0,464.76460062640166,0.0,697.9914809311089,ETS,26
paid_social,2024-12-23,,0.10272775954381075,0.0,440.70350871254044,0.0,673.9303890172476,ETS,26
paid_social,2024-12-30,,-215.03441994339374,0.0,225.56636100960287,0.0,458.79324131431014,ETS,26
paid_social,2025-01-06,,-21.584017492610577,0.0,419.016763460386,0.0,652.2436437650933,ETS,26
push,2024-09-02,,-393.89715709727216,0.0,143.25728527175488,0.0,427.59371918494776,ETS,12
push,2024-09-09,,253.58378756096516,0.0,790.7382299299923,0.0,1075.0746638431851,ETS,12
push,2024-09-16,,192.27108697396207,0.0,729.4255293429891,0.0,1013.761963256182,ETS,12
push,2024-09-23,,-497.66110544069943,0.0,39.49333692832761,0.0,323.8297708415205,ETS,12
push,2024-09-30,,-327.92754472387725,0.0,209.2268976451498,0.0,493.56333155834267,ETS,12
push,2024-10-07,,553.4057488141441,16.251306445117052,1090.5601911831711,0.0,1374.896625096364,ETS,12
push,2024-10-14,,398.000989561016,0.0,935.155431930043,0.0,1219.491865843236,ETS,12
push,2024-10-21,,-429.2394044567815,0.0,107.91503791224557,0.0,392.25147182543844,ETS,12
push,2024-10-28,,-175.94456227153393,0.0,361.2098800974931,0.0,645.546314010686,ETS,12
push,2024-11-04,,1293.085491881784,755.931049512757,1830.239934250811,471.5946155995641,2114.5763681640037,ETS,12
push,2024-11-11,,496.6519830409135,0.0,1033.8064254099404,0.0,1318.1428593231335,ETS,12
push,2024-11-18,,287.3669863453022,0.0,824.5214287143292,0.0,1108.857862627522,ETS,12
push,2024-09-02,,-393.89715709727216,0.0,143.25728527175488,0.0,427.59371918494776,ETS,26
push,2024-09-09,,253.58378756096516,0.0,790.7382299299923,0.0,1075.0746638431851,ETS,26
push,2024-09-16,,192.27108697396207,0.0,729.4255293429891,0.0,1013.761963256182,ETS,26
push,2024-09-23,,-497.66110544069943,0.0,39.49333692832761,0.0,323.8297708415205,ETS,26
push,2024-09-30,,-327.92754472387725,0.0,209.2268976451498,0.0,493.56333155834267,ETS,26
push,2024-10-07,,553.4057488141441,16.251306445117052,1090.5601911831711,0.0,1374.896625096364,ETS,26
push,2024-10-14,,398.000989561016,0.0,935.155431930043,0.0,1219.491865843236,ETS,26
push,2024-10-21,,-429.2394044567815,0.0,107.91503791224557,0.0,392.25147182543844,ETS,26
push,2024-10-28,,-175.94456227153393,0.0,361.2098800974931,0.0,645.546314010686,ETS,26
push,2024-11-04,,1293.085491881784,755.931049512757,1830.239934250811,471.5946155995641,2114.5763681640037,ETS,26
push,2024-11-11,,496.6519830409135,0.0,1033.8064254099404,0.0,1318.1428593231335,ETS,26
push,2024-11-18,,287.3669863453022,0.0,824.5214287143292,0.0,1108.857862627522,ETS,26
push,2024-11-25,,-135.06601849627666,0.0,402.08842387275035,0.0,686.4248577859432,ETS,26
push,2024-12-02,,291.96507899662356,0.0,829.1195213656506,0.0,1113.4559552788435,ETS,26
push,2024-12-09,,265.67910595984443,0.0,802.8335483288715,0.0,1087.1699822420644,ETS,26
push,2024-12-16,,238.71720738788898,0.0,775.871649756916,0.0,1060.2080836701089,ETS,26
push,2024-12-23,,126.68779785940353,0.0,663.8422402284306,0.0,948.1786741416234,ETS,26
push,2024-12-30,,775.6604505737795,238.50600820475245,1312.8148929428066,0.0,1597.1513268559993,ETS,26
push,2025-01-06,,427.9199467712483,0.0,965.0743891402753,0.0,1249.4108230534682,ETS,26
push,2025-01-13,,-63.203659713990646,0.0,473.9507826550364,0.0,758.2872165682293,ETS,26
push,2025-01-20,,388.990903556826,0.0,926.145345925853,0.0,1210.4817798390459,ETS,26
push,2025-01-27,,5.817398134577559,0.0,542.9718405036047,0.0,827.3082744167975,ETS,26
push,2025-02-03,,574.395581556461,37.24113918743399,1111.550023925488,0.0,1395.886457838681,ETS,26
push,2025-02-10,,320.38921435976454,0.0,857.5436567287916,0.0,1141.8800906419845,ETS,26
push,2025-02-17,,1219.3633846249413,682.2089422559143,1756.5178269939684,397.8725083427214,2040.8542609071612,ETS,26
push,2025-02-24,,611.5281178121991,74.37367544317203,1148.682560181226,0.0,1433.018994094419,ETS,26
referral,2024-09-02,,-511.33856961091794,0.0,0.0,0.0,266.5829155698666,ETS,12
referral,2024-09-09,,-959.3730477950754,0.0,0.0,0.0,0.0,ETS,12
referral,2024-09-16,,-317.94669203743854,0.0,190.71870357873166,0.0,459.974793143346,ETS,12
referral,2024-09-23,,-746.0981718988688,0.0,0.0,0.0,31.823313281915716,ETS,12
referral,2024-09-30,,-83.05658897445241,0.0,425.6088066417178,0.0,694.8648962063321,ETS,12
referral,2024-10-07,,-645.99706248265,0.0,0.0,0.0,131.92442269813455,ETS,12
referral,2024-10-14,,-5.693003846720607,0.0,502.9723917694496,0.0,772.228481334064,ETS,12
referral,2024-10-21,,-383.36722008838336,0.0,125.29817552778684,0.0,394.5542650924012,ETS,12
referral,2024-10-28,,-579.4968607125154,0.0,0.0,0.0,198.42462446826914,ETS,12
referral,2024-11-04,,-254.77013348644803,0.0,253.89526212972217,0.0,523.1513516943365,ETS,12
referral,2024-11-11,,-310.9167089992888,0.0,197.7486866168814,0.0,467.00477618149574,ETS,12
referral,2024-11-18,,521.9529186190015,13.287523002831279,1030.6183142351717,0.0,1299.874403799786,ETS,12
referral,2024-09-02,,-511.33856961091794,0.0,0.0,0.0,266.5829155698666,ETS,26
referral,2024-09-09,,-959.3730477950754,0.0,0.0,0.0,0.0,ETS,26
referral,2024-09-16,,-317.94669203743854,0.0,190.71870357873166,0.0,459.974793143346,ETS,26
referral,2024-09-23,,-746.0981718988688,0.0,0.0,0.0,31.823313281915716,ETS,26
referral,2024-09-30,,-83.05658897445241,0.0,425.6088066417178,0.0,694.8648962063321,ETS,26
referral,2024-10-07,,-645.99706248265,0.0,0.0,0.0,131.92442269813455,ETS,26
referral,2024-10-14,,-5.693003846720607,0.0,502.9723917694496,0.0,772.228481334064,ETS,26
referral,2024-10-21,,-383.36722008838336,0.0,125.29817552778684,0.0,394.5542650924012,ETS,26
referral,2024-10-28,,-579.4968607125154,0.0,0.0,0.0,198.42462446826914,ETS,26
referral,2024-11-04,,-254.77013348644803,0.0,253.89526212972217,0.0,523.1513516943365,ETS,26
referral,2024-11-11,,-310.9167089992888,0.0,197.7486866168814,0.0,467.00477618149574,ETS,26
referral,2024-11-18,,521.9529186190015,13.287523002831279,1030.6183142351717,0.0,1299.874403799786,ETS,26
referral,2024-11-25,,287.7310033280818,0.0,796.396398944252,0.0,1065.6524885088663,ETS,26
referral,2024-12-02,,1052.1255808127282,543.4601851965581,1560.7909764288984,274.2040956319437,1830.0470659935127,ETS,26
referral,2024-12-09,,-633.5502237925986,0.0,0.0,0.0,144.37126138818599,ETS,26
referral,2024-12-16,,-308.26102157799136,0.0,200.40437403817884,0.0,469.6604636027932,ETS,26
referral,2024-12-23,,236.93842519312602,0.0,745.6038208092962,0.0,1014.8599103739106,ETS,26
referral,2024-12-30,,97.46481415162012,0.0,606.1302097677903,0.0,875.3862993324046,ETS,26
referral,2025-01-06,,-286.1718299615187,0.0,222.4935656546515,0.0,491.74965521926583,ETS,26
referral,2025-01-13,,855.1044698512918,346.4390742351216,1363.769865467462,77.18298467050727,1633.0259550320764,ETS,26
referral,2025-01-20,,-780.398364515352,0.0,0.0,0.0,0.0,ETS,26
referral,2025-01-27,,462.86897364714434,0.0,971.5343692633146,0.0,1240.790458827929,ETS,26
referral,2025-02-03,,354.62397356666884,0.0,863.289369182839,0.0,1132.5454587474533,ETS,26
referral,2025-02-10,,-145.64199211623213,0.0,363.02340349993807,0.0,632.2794930645524,ETS,26
referral,2025-02-17,,-51.14882193188183,0.0,457.51657368428835,0.0,726.7726632489027,ETS,26
referral,2025-02-24,,-438.91808993936775,0.0,69.74730567680245,0.0,339.0033952414168,ETS,26
sms,2024-07-29,,170.28420915896425,0.0,833.8962317201599,0.0,1185.1715095802683,ETS,12
sms,2024-08-05,,257.69513041358374,0.0,921.3071529747795,0.0,1272.5824308348879,ETS,12
sms,2024-08-12,,496.3671979752074,0.0,1159.979220536403,0.0,1511.2544983965115,ETS,12
sms,2024-08-19,,284.97156502122374,0.0,948.5835875824193,0.0,1299.858865442528,ETS,12
sms,2024-08-26,,882.22770778076,218.6156852195644,1545.8397303419556,0.0,1897.1150082020642,ETS,12
sms,2024-09-02,,872.7497364428671,209.1377138816714,1536.3617590040626,0.0,1887.6370368641713,ETS,12
sms,2024-09-09,,973.192442359519,309.5804197983233,1636.8044649207145,0.0,1988.0797427808232,ETS,12
sms,2024-09-16,,882.8979412937695,219.2859187325738,1546.509963854965,0.0,1897.7852417150737,ETS,12
sms,2024-09-23,,628.2395348664346,0.0,1291.8515574276303,0.0,1643.1268352877387,ETS,12
sms,2024-09-30,,945.9879267233487,282.375904162153,1609.5999492845444,0.0,1960.8752271446529,ETS,12
sms,2024-10-07,,-45.86175307753501,0.0,617.7502694836606,0.0,969.0255473437692,ETS,12
sms,2024-10-14,,975.0052647257747,311.3932421645791,1638.6172872869704,0.0,1989.892565147079,ETS,12
sms,2024-07-29,,170.28420915896425,0.0,833.8962317201599,0.0,1185.1715095802683,ETS,26
sms,2024-08-05,,257.69513041358374,0.0,921.3071529747795,0.0,1272.5824308348879,ETS,26
sms,2024-08-12,,496.3671979752074,0.0,1159.979220536403,0.0,1511.2544983965115,ETS,26
sms,2024-08-19,,284.97156502122374,0.0,948.5835875824193,0.0,1299.858865442528,ETS,26
sms,2024-08-26,,882.22770778076,218.6156852195644,1545.8397303419556,0.0,1897.1150082020642,ETS,26
sms,2024-09-02,,872.7497364428671,209.1377138816714,1536.3617590040626,0.0,1887.6370368641713,ETS,26
sms,2024-09-09,,973.192442359519,309.5804197983233,1636.8044649207145,0.0,1988.0797427808232,ETS,26
sms,2024-09-16,,882.8979412937695,219.2859187325738,1546.509963854965,0.0,1897.7852417150737,ETS,26
sms,2024-09-23,,628.2395348664346,0.0,1291.8515574276303,0.0,1643.1268352877387,ETS,26
sms,2024-09-30,,945.9879267233487,282.375904162153,1609.5999492845444,0.0,1960.8752271446529,ETS,26
sms,2024-10-07,,-45.86175307753501,0.0,617.7502694836606,0.0,969.0255473437692,ETS,26
sms,2024-10-14,,975.0052647257747,311.3932421645791,1638.6172872869704,0.0,1989.892565147079,ETS,26
sms,2024-10-21,,112.41051566273427,0.0,776.0225382239299,0.0,1127.2978160840385,ETS,26
sms,2024-10-28,,952.646524890717,289.0345023295214,1616.2585474519128,0.0,1967.5338253120212,ETS,26
sms,2024-11-04,,994.5739608293306,330.961938268135,1658.1859833905264,0.0,2009.4612612506348,ETS,26
sms,2024-11-11,,139.31998755328493,0.0,802.9320101144806,0.0,1154.2072879745892,ETS,26
sms,2024-11-18,,894.1662037581382,230.55418119694252,1557.778226319334,0.0,1909.0535041794424,ETS,26
sms,2024-11-25,,370.51131309164015,0.0,1034.1233356528357,0.0,1385.3986135129444,ETS,26
sms,2024-12-02,,473.41759647949556,0.0,1137.0296190406912,0.0,1488.3048969007998,ETS,26
sms,2024-12-09,,217.11338174947116,0.0,880.7254043106668,0.0,1232.0006821707752,ETS,26
sms,2024-12-16,,960.3771173114278,296.76509475023215,1623.9891398726236,0.0,1975.264417732732,ETS,26
sms,2024-12-23,,989.1480058588725,325.5359832976768,1652.760028420068,0.0,2004.0353062801767,ETS,26
sms,2024-12-30,,606.9009429607123,0.0,1270.512965521908,0.0,1621.7882433820164,ETS,26
sms,2025-01-06,,1199.296799680818,535.6847771196223,1862.9088222420137,184.40949925951372,2214.184100102122,ETS,26
sms,2025-01-13,,1292.2933175795583,628.6812950183627,1955.905340140754,277.40601715825414,2307.1806180008625,ETS,26
sms,2025-01-20,,1711.5886507368887,1047.976628175693,2375.2006732980844,696.7013503155845,2726.475951158193,ETS,26
